522
-2600 -800 -14300
-2600 -800 -18300
-2600 -800 -22300
-2600 -800 -26300
-2600 -500 -23000
-2600 -400 -3800
-2600 100 -21600
-2600 300 -2300
-2600 300 -6300
-2600 300 -10300
-2600 300 -14300
-2600 300 -18300
-2600 300 -22300
-2600 300 -26300
-2600 400 -18300
-2600 400 -22300
-2600 400 -26300
-2600 500 -17400
-2600 800 -5400
-2600 900 0
-2600 900 -11700
-2600 900 -18300
-2600 900 -22300
-2600 900 -26300
-2600 1000 -9000
-2600 1100 -2300
-2600 1200 -18300
-2600 1200 -22300
-2600 1200 -26300
-2500 -2300 -2300
-2500 -2300 -6300
-2500 -2300 -10300
-2500 -2300 -14300
-2500 -2300 -18300
-2500 -2300 -22300
-2500 -2300 -26300
-2500 300 1500
-2500 1500 -2300
-2500 2200 -18300
-2400 -2800 -2300
-2400 100 2300
-2400 400 2100
-2400 1300 0
-2400 1500 -18300
-2400 1500 -22300
-2400 1500 -26300
-2300 -3400 -2300
-2300 -3400 -6300
-2300 -3400 -10300
-2300 -3400 -14300
-2300 -3400 -18300
-2300 -3400 -22300
-2300 -3400 -26300
-2300 -2700 1500
-2300 -300 3500
-2300 800 1500
-2300 3500 -22300
-2300 3500 -26300
-2200 -2100 3500
-2200 1600 0
-2200 1900 -2300
-2000 -2900 0
-2000 -2600 3500
-2000 300 3500
-2000 2600 -18300
-2000 3500 -22300
-2000 3500 -26300
-1900 900 1500
-1800 -3100 -2300
-1800 -1600 5300
-1800 -900 5300
-1700 -2200 5300
-1700 1900 -18300
-1700 1900 -22300
-1700 1900 -26300
-1700 2200 -2300
-1600 -300 5300
-1600 700 3500
-1600 2200 0
-1600 2700 -18300
-1600 3500 -22300
-1600 3500 -26300
-1500 -3000 1500
-1500 -2900 3500
-1300 -2800 5300
-1300 1400 1500
-1200 -1900 6900
-1200 -1200 6900
-1200 2200 1500
-1200 2300 0
-1200 2400 -2300
-1200 3200 -22300
-1200 3200 -26300
-1100 -3500 -2300
-1100 -3500 -6300
-1100 -3500 -10300
-1100 -3500 -14300
-1100 -3500 -18300
-1100 -3500 -22300
-1100 -3500 -26300
-1100 -3000 0
-1100 200 5300
-900 -3200 1500
-900 -3200 -2300
-900 -600 6900
-900 1100 3500
-900 2200 -18300
-900 2200 -22300
-900 2200 -26300
-800 -2500 6900
-700 -3100 3500
-700 -1700 7900
-700 -1300 7900
-700 2500 0
-600 -3000 5300
-600 2200 -18300
-600 2200 -22300
-600 2200 -26300
-600 2500 -2300
-500 -2100 7900
-500 2300 -18200
-500 2400 1500
-500 2700 -22000
-500 2800 -18300
-500 3200 -18400
-500 3600 -18900
-500 4200 -25100
-500 9700 -24700
-500 9700 -27900
-500 9900 -25200
-500 10100 -27800
-500 10300 -27600
-400 -900 7900
-400 -300 6900
-200 -1600 8300
-100 -3500 -6300
-100 -3500 -10300
-100 -3500 -14300
-100 -3500 -18300
-100 -3500 -22300
-100 -3500 -26300
0 -3500 -2300
0 -3500 -6300
0 -3500 -10300
0 -3500 -14300
0 -3500 -18300
0 -3500 -22300
0 -3500 -26300
0 -3200 1500
0 -3200 0
0 -3200 -2300
0 -3100 3500
0 -3000 5300
0 -2700 6900
0 -2200 7900
0 -1900 8300
0 -1400 8300
0 -900 7900
0 -300 6900
0 500 5300
0 1300 3500
0 2300 -18300
0 2300 -22300
0 2300 -26300
0 2500 1500
0 2500 -2300
0 2600 0
0 3200 -18400
0 4200 -25100
0 9700 -24700
0 9700 -27900
0 10100 -27800
0 10300 -27600
100 -3500 -6300
100 -3500 -10300
100 -3500 -14300
100 -3500 -18300
100 -3500 -22300
100 -3500 -26300
200 -1600 8300
400 -900 7900
400 -300 6900
500 -2100 7900
500 2300 -18200
500 2400 1500
500 2700 -22000
500 2800 -18300
500 3200 -18400
500 3600 -18900
500 4200 -25100
500 9700 -24700
500 9700 -27900
500 9900 -25200
500 10100 -27800
500 10300 -27600
600 -3000 5300
600 2200 -18300
600 2200 -22300
600 2200 -26300
600 2500 -2300
700 -3100 3500
700 -1700 7900
700 -1300 7900
700 2500 0
800 -2500 6900
900 -3200 1500
900 -3200 -2300
900 -600 6900
900 1100 3500
900 2200 -18300
900 2200 -22300
900 2200 -26300
1100 -3500 -2300
1100 -3500 -6300
1100 -3500 -10300
1100 -3500 -14300
1100 -3500 -18300
1100 -3500 -22300
1100 -3500 -26300
1100 -3000 0
1100 200 5300
1200 -1900 6900
1200 -1200 6900
1200 2200 1500
1200 2300 0
1200 2400 -2300
1200 3200 -22300
1200 3200 -26300
1300 -2800 5300
1300 1400 1500
1500 -3000 1500
1500 -2900 3500
1600 -300 5300
1600 700 3500
1600 2200 0
1600 2700 -18300
1600 3500 -22300
1600 3500 -26300
1700 -2200 5300
1700 1900 -18300
1700 1900 -22300
1700 1900 -26300
1700 2200 -2300
1800 -3100 -2300
1800 -1600 5300
1800 -900 5300
1900 900 1500
2000 -2900 0
2000 -2600 3500
2000 300 3500
2000 2600 -18300
2000 3500 -22300
2000 3500 -26300
2200 -2100 3500
2200 1600 0
2200 1900 -2300
2300 -3400 -2300
2300 -3400 -6300
2300 -3400 -10300
2300 -3400 -14300
2300 -3400 -18300
2300 -3400 -22300
2300 -3400 -26300
2300 -2700 1500
2300 -300 3500
2300 800 1500
2300 3500 -22300
2300 3500 -26300
2400 -2800 -2300
2400 100 2300
2400 400 2100
2400 1300 0
2400 1500 -18300
2400 1500 -22300
2400 1500 -26300
2500 -2300 -2300
2500 -2300 -6300
2500 -2300 -10300
2500 -2300 -14300
2500 -2300 -18300
2500 -2300 -22300
2500 -2300 -26300
2500 300 1500
2500 1500 -2300
2500 2200 -18300
2600 -2500 0
2600 -1900 1500
2600 -1000 -16400
2600 -1000 -20000
2600 -900 -11400
2600 -800 -2300
2600 -800 -6300
2600 -800 -10300
2600 -800 -14300
2600 -800 -18300
2600 -800 -22300
2600 -800 -26300
2600 -500 -23000
2600 -400 -3800
2600 100 -21600
2600 300 -2300
2600 300 -6300
2600 300 -10300
2600 300 -14300
2600 300 -18300
2600 300 -22300
2600 300 -26300
2600 400 -18300
2600 400 -22300
2600 400 -26300
2600 500 -17400
2600 800 -5400
2600 900 0
2600 900 -11700
2600 900 -18300
2600 900 -22300
2600 900 -26300
2600 1000 -9000
2600 1100 -2300
2600 1200 -18300
2600 1200 -22300
2600 1200 -26300
2698 317 -2300
2698 317 -6300
2698 317 -10300
2698 317 -14300
2698 317 -18300
2700 -2300 1500
2800 500 -18300
2800 500 -22300
2800 500 -26300
2800 1800 -18300
2900 1200 -18300
3000 2800 -22300
3000 2800 -26300
3191 404 -2300
3191 404 -6300
3191 404 -10300
3191 404 -14300
3191 404 -18300
3400 900 -22300
3400 900 -26300
3486 456 -2300
3486 456 -6300
3486 456 -10300
3486 456 -14300
3486 456 -18300
3600 2000 -22300
3600 2000 -26300
3700 1400 -22300
3700 1400 -26300
3700 1700 -22300
3700 1700 -26300
3747 705 -2300
3747 705 -6300
3747 705 -10300
3747 705 -14300
3747 705 -18300
4019 1464 -2300
4019 1464 -6300
4019 1464 -10300
4019 1464 -14300
4019 1464 -18300
4100 -700 -13000
4100 -700 -15600
4100 -700 -17900
4100 -700 -19900
4100 -600 -11200
4100 -400 -9300
4100 -300 -22600
4100 -200 -21500
4100 -100 -7100
4100 0 -20400
4100 300 -18600
4100 500 -16500
4100 600 -9800
4100 800 -12300
4100 800 -14500
4118 3208 -2300
4118 3208 -6300
4118 3208 -10300
4118 3208 -14300
4118 3208 -18300
4176 2304 -2300
4176 2304 -6300
4176 2304 -10300
4176 2304 -14300
4176 2304 -18300
6500 -600 -18800
6500 -500 -20800
6500 -400 -13700
6500 -200 -22400
6500 -100 -12700
6500 -100 -21200
6500 200 -19800
6500 400 -14000
6500 400 -18400
6500 600 -15300
6500 600 -16800
8000 -400 -18300
8000 -300 -15400
8000 -300 -20600
8000 -100 -14200
8000 0 -22000
8000 100 -20700
8000 400 -14600
8000 400 -18700
8000 600 -15600
8000 600 -17300
10900 -200 -19600
10900 -100 -17800
10900 -100 -20800
10900 0 -17200
10900 100 -20900
10900 100 -21700
10900 300 -17300
10900 400 -17600
10900 400 -18700
891
14 0
15 15
17 15
19 15
18 15
16 15
13 15
11 15
10 15
12 15
14 15
23 0
25 15
26 15
28 15
30 15
29 15
27 15
24 15
22 15
20 15
21 15
23 15
31 0
32 15
33 15
34 15
35 15
47 0
48 15
50 15
51 15
52 15
55 15
54 15
53 15
49 15
46 15
45 15
41 15
42 15
43 15
44 15
47 15
56 0
57 15
58 15
59 15
60 15
61 0
62 15
63 15
64 15
65 15
68 0
69 15
72 0
73 15
74 15
75 15
76 15
77 0
78 15
79 0
80 15
81 15
82 15
83 15
86 0
66 15
67 15
90 0
70 15
71 15
93 0
94 15
81 15
74 15
63 15
58 15
33 15
38 15
37 15
36 15
31 15
56 15
61 15
72 15
79 15
92 15
93 15
80 15
73 15
62 15
57 15
32 15
37 15
94 0
95 15
82 15
75 15
64 15
59 15
34 15
39 15
38 15
95 0
96 15
83 15
76 15
65 15
60 15
35 15
40 15
39 15
102 0
103 15
104 15
105 15
106 15
107 15
108 15
109 0
100 15
99 15
101 15
110 15
145 15
146 15
123 15
129 15
125 15
122 15
111 15
109 15
47 15
23 15
14 15
6 15
5 15
9 15
8 15
7 15
4 15
2 15
1 15
3 15
6 15
120 0
121 15
128 15
133 15
150 15
179 15
213 15
268 15
267 15
212 15
178 15
149 15
132 15
127 15
120 15
119 15
126 15
131 15
148 15
177 15
211 15
266 15
267 15
315 15
345 15
378 15
425 15
420 15
413 15
412 15
419 15
424 15
377 15
344 15
314 15
266 15
122 0
51 15
26 15
15 15
5 15
126 0
127 15
128 15
129 0
54 15
29 15
19 15
9 15
130 0
124 15
141 15
159 15
175 15
192 15
217 15
239 15
224 15
214 15
189 15
167 15
91 15
97 15
144 15
131 0
132 15
133 15
134 0
135 15
136 15
137 15
138 15
139 15
140 15
143 0
84 15
85 15
145 0
49 15
24 15
13 15
4 15
146 0
53 15
27 15
16 15
7 15
148 0
149 15
150 15
151 0
152 15
153 15
154 15
155 15
156 15
157 15
169 0
161 15
162 15
170 0
171 15
172 0
182 15
160 15
193 15
177 0
178 15
179 15
184 0
185 15
186 15
190 0
210 15
193 15
194 15
195 15
196 0
197 15
203 0
204 15
211 0
212 15
213 15
221 0
222 15
197 15
186 15
171 15
162 15
85 15
71 15
69 15
67 15
78 15
89 15
88 15
87 15
86 15
90 15
143 15
169 15
184 15
220 15
221 15
196 15
185 15
170 15
161 15
84 15
70 15
68 15
66 15
77 15
88 15
225 0
228 15
229 15
230 15
232 15
234 15
236 15
235 15
233 15
231 15
227 15
225 15
240 0
318 15
362 15
381 15
396 15
406 15
405 15
395 15
380 15
361 15
317 15
246 15
241 0
319 15
363 15
382 15
397 15
407 15
406 15
242 0
320 15
364 15
383 15
398 15
408 15
407 15
243 0
321 15
365 15
384 15
399 15
409 15
408 15
244 0
322 15
366 15
385 15
400 15
410 15
409 15
245 0
323 15
367 15
386 15
401 15
411 15
410 15
252 0
251 15
322 15
321 15
253 0
207 15
187 15
158 15
91 15
98 15
141 15
160 15
172 15
190 15
193 15
226 15
269 15
289 15
328 15
334 15
351 15
370 15
387 15
391 15
432 15
368 15
335 15
310 15
253 15
254 0
205 15
166 15
97 15
124 15
147 15
164 15
183 15
194 15
218 15
271 15
308 15
329 15
339 15
359 15
376 15
417 15
390 15
352 15
324 15
254 15
256 0
215 15
188 15
167 15
163 15
159 15
168 15
182 15
210 15
265 15
313 15
338 15
354 15
369 15
358 15
353 15
336 15
305 15
256 15
257 0
219 15
189 15
176 15
174 15
175 15
181 15
206 15
264 15
325 15
337 15
350 15
349 15
343 15
333 15
300 15
257 15
258 0
214 15
191 15
192 15
209 15
238 15
263 15
286 15
312 15
327 15
326 15
309 15
258 15
259 0
224 15
216 15
217 15
237 15
262 15
285 15
307 15
306 15
287 15
259 15
261 0
284 15
260 15
270 0
304 15
330 15
347 15
360 15
388 15
423 15
373 15
348 15
311 15
255 15
208 15
173 15
144 15
130 15
142 15
165 15
180 15
195 15
223 15
270 15
271 15
269 15
265 15
264 15
263 15
262 15
261 15
239 15
260 15
259 15
258 15
257 15
256 15
253 15
254 15
255 15
278 0
199 15
152 15
135 15
103 15
113 15
112 15
102 15
134 15
151 15
198 15
246 15
247 15
199 15
198 15
279 0
200 15
153 15
136 15
104 15
114 15
113 15
280 0
201 15
154 15
137 15
105 15
115 15
114 15
281 0
202 15
155 15
138 15
106 15
116 15
115 15
282 0
203 15
156 15
139 15
107 15
117 15
116 15
283 0
204 15
157 15
140 15
108 15
118 15
117 15
288 0
291 15
292 15
293 15
295 15
297 15
299 15
298 15
296 15
294 15
290 15
288 15
292 0
272 15
229 15
294 0
273 15
231 15
295 0
274 15
232 15
296 0
275 15
233 15
298 0
276 15
235 15
299 0
277 15
236 15
302 0
303 15
332 15
342 15
357 15
372 15
439 15
453 15
457 15
455 15
446 15
435 15
434 15
433 15
437 15
436 15
389 15
355 15
340 15
301 15
302 15
331 15
341 15
356 15
371 15
438 15
452 15
456 15
454 15
445 15
434 15
314 0
315 15
316 15
317 0
318 15
247 15
248 15
200 15
199 15
318 0
319 15
248 15
249 15
201 15
200 15
319 0
320 15
249 15
250 15
202 15
201 15
320 0
321 15
250 15
251 15
203 15
202 15
322 0
323 15
331 0
332 15
334 0
313 15
328 15
329 15
330 15
340 0
341 15
342 15
344 0
345 15
346 15
351 0
338 15
370 15
328 15
355 0
371 15
372 15
356 0
357 15
361 0
362 15
363 15
364 15
365 15
366 15
367 15
374 0
476 15
497 15
507 15
517 15
375 0
480 15
500 15
510 15
520 15
377 0
378 15
379 15
380 0
381 15
382 15
383 15
384 15
385 15
386 15
389 0
438 15
439 15
395 0
396 15
397 15
398 15
399 15
400 15
401 15
402 0
393 15
392 15
394 15
403 15
374 15
375 15
416 15
422 15
418 15
415 15
404 15
402 15
474 15
496 15
508 15
519 15
518 15
522 15
521 15
520 15
517 15
515 15
514 15
516 15
519 15
413 0
414 15
421 15
426 15
379 15
346 15
316 15
268 15
415 0
478 15
499 15
509 15
518 15
419 0
420 15
421 15
422 0
481 15
502 15
513 15
522 15
423 0
417 15
387 15
369 15
350 15
327 15
307 15
284 15
287 15
309 15
333 15
353 15
432 15
390 15
373 15
424 0
425 15
426 15
428 0
429 15
442 15
449 15
460 15
465 15
490 15
485 15
484 15
483 15
488 15
463 15
458 15
447 15
440 15
427 15
428 15
441 15
448 15
459 15
464 15
489 15
484 15
429 0
430 15
443 15
450 15
461 15
466 15
491 15
486 15
485 15
430 0
431 15
444 15
451 15
462 15
467 15
492 15
487 15
486 15
436 0
452 15
453 15
437 0
454 15
455 15
440 0
441 15
442 15
443 15
444 15
445 0
446 15
447 0
448 15
449 15
450 15
451 15
456 0
457 15
458 0
459 15
460 15
461 15
462 15
463 0
464 15
465 15
466 15
467 15
474 0
475 15
477 15
478 15
479 15
482 15
481 15
480 15
476 15
473 15
472 15
468 15
469 15
470 15
471 15
474 15
488 0
489 15
490 15
491 15
492 15
496 0
498 15
499 15
501 15
503 15
502 15
500 15
497 15
495 15
493 15
494 15
496 15
508 0
509 15
511 15
513 15
512 15
510 15
507 15
505 15
504 15
506 15
508 15
Shuttle, origin unknown.  Rebuilt from a Purdue student project and
included in 3dv 2.5 release (monochrome).  This version coloured and
rotated by Francois Chew (c60b-2ci@weaver.berkeley.edu), and optimized
with SHRINK.  O.Garcia, May 1992.
